Rk,Player,Pos,Age,Date,Lg,Tm,,Opp,Result,G#,Week,Day,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt
69,Tyler Lockett,WR,26.345,2019-09-08,NFL,SEA,,CIN,W 21-20,1,1,Sun,2,1,44,44.00,1,50.0%,22.00
70,Adam Thielen,WR,29.017,2019-09-08,NFL,MIN,,ATL,W 28-12,1,1,Sun,3,3,43,14.33,1,100.0%,14.33
71,Giovani Bernard,HB,27.290,2019-09-08,NFL,CIN,@,SEA,L 20-21,1,1,Sun,3,2,42,21.00,0,66.7%,14.00
72,Damiere Byrd ,WR,26.224,2019-09-08,NFL,ARI,,DET,T 27-27,1,1,Sun,7,4,42,10.50,0,57.1%,6.00
73,Kenny Golladay,WR,25.309,2019-09-08,NFL,DET,@,ARI,T 27-27,1,1,Sun,9,4,42,10.50,1,44.4%,4.67
74,Sterling Shepard,WR,26.210,2019-09-08,NFL,NYG,@,DAL,L 17-35,1,1,Sun,7,6,42,7.00,0,85.7%,6.00
75,Rex Burkhead ,RB,29.068,2019-09-08,NFL,NWE,,PIT,W 33-3,1,1,Sun,8,5,41,8.20,0,62.5%,5.13
76,Justin Hardy ,WR,27.264,2019-09-08,NFL,ATL,@,MIN,L 12-28,1,1,Sun,5,4,41,10.25,0,80.0%,8.20
77,Hayden Hurst,TE,26.015,2019-09-08,NFL,BAL,@,MIA,W 59-10,1,1,Sun,3,3,41,13.67,0,100.0%,13.67
78,Willie Snead ,WR/RS,26.326,2019-09-08,NFL,BAL,@,MIA,W 59-10,1,1,Sun,3,2,41,20.50,1,66.7%,13.67
79,Cole Beasley,WR,30.135,2019-09-08,NFL,BUF,@,NYJ,W 17-16,1,1,Sun,9,5,40,8.00,0,55.6%,4.44
80,Bennie Fowler,WR,28.090,2019-09-08,NFL,NYG,@,DAL,L 17-35,1,1,Sun,5,5,40,8.00,0,100.0%,8.00
81,Vance McDonald,TE,29.087,2019-09-08,NFL,PIT,@,NWE,L 3-33,1,1,Sun,4,2,40,20.00,0,50.0%,10.00
82,Brandin Cooks,WR,25.348,2019-09-08,NFL,LAR,@,CAR,W 30-27,1,1,Sun,6,2,39,19.50,0,33.3%,6.50
83,Richie James,WR,24.003,2019-09-08,NFL,SFO,@,TAM,W 31-17,1,1,Sun,2,1,39,39.00,1,50.0%,19.50
84,Blake Jarwin,TE,25.054,2019-09-08,NFL,DAL,,NYG,W 35-17,1,1,Sun,3,3,39,13.00,1,100.0%,13.00
85,Damien Williams ,RB,27.158,2019-09-08,NFL,KAN,@,JAX,W 40-26,1,1,Sun,6,6,39,6.50,0,100.0%,6.50
86,Jared Cook,TE,32.155,2019-09-09,NFL,NOR,,HOU,W 30-28,1,1,Mon,3,2,37,18.50,0,66.7%,12.33
87,Stefon Diggs,WR,25.283,2019-09-08,NFL,MIN,,ATL,W 28-12,1,1,Sun,2,2,37,18.50,0,100.0%,18.50
88,David Njoku ,TE,23.060,2019-09-08,NFL,CLE,,TEN,L 13-43,1,1,Sun,6,4,37,9.25,1,66.7%,6.17
89,Kenny Stills,WR,27.140,2019-09-09,NFL,HOU,@,NOR,L 28-30,1,1,Mon,3,3,37,12.33,1,100.0%,12.33
90,Davante Adams,WR,26.255,2019-09-05,NFL,GNB,@,CHI,W 10-3,1,1,Thu,8,4,36,9.00,0,50.0%,4.50
91,Greg Olsen,TE,34.181,2019-09-08,NFL,CAR,,LAR,L 27-30,1,1,Sun,9,4,36,9.00,0,44.4%,4.00
92,Paul Richardson ,WR,27.148,2019-09-08,NFL,WAS,@,PHI,L 27-32,1,1,Sun,7,4,36,9.00,0,57.1%,5.14
93,Deon Cain,WR,23.030,2019-09-08,NFL,IND,@,LAC,L 24-30,1,1,Sun,2,2,35,17.50,0,100.0%,17.50
94,Tommy Sweeney,TE,24.069,2019-09-08,NFL,BUF,@,NYJ,W 17-16,1,1,Sun,2,2,35,17.50,0,100.0%,17.50
95,Chris Carson,RB,24.357,2019-09-08,NFL,SEA,,CIN,W 21-20,1,1,Sun,7,6,34,5.67,1,85.7%,4.86
96,Tevin Coleman,RB,26.145,2019-09-08,NFL,SFO,@,TAM,W 31-17,1,1,Sun,3,2,33,16.50,0,66.7%,11.00
97,Duke Johnson,RB,25.351,2019-09-09,NFL,HOU,@,NOR,L 28-30,1,1,Mon,5,4,33,8.25,0,80.0%,6.60
98,Dare Ogunbowale,RB,25.127,2019-09-08,NFL,TAM,,SFO,L 17-31,1,1,Sun,5,4,33,8.25,0,80.0%,6.60
99,Trey Quinn,WR,23.275,2019-09-08,NFL,WAS,@,PHI,L 27-32,1,1,Sun,6,4,33,8.25,1,66.7%,5.50
100,Le'Veon Bell,RB,27.202,2019-09-08,NFL,NYJ,,BUF,L 16-17,1,1,Sun,9,6,32,5.33,1,66.7%,3.56
101,Devin Funchess,WR,25.110,2019-09-08,NFL,IND,@,LAC,L 24-30,1,1,Sun,5,3,32,10.67,0,60.0%,6.40
102,O.J. Howard ,TE,24.293,2019-09-08,NFL,TAM,,SFO,L 17-31,1,1,Sun,5,4,32,8.00,0,80.0%,6.40
103,Christian Kirk,WR,22.294,2019-09-08,NFL,ARI,,DET,T 27-27,1,1,Sun,12,4,32,8.00,0,33.3%,2.67
104,James O'Shaughnessy,TE,27.237,2019-09-08,NFL,JAX,,KAN,L 26-40,1,1,Sun,5,4,32,8.00,0,80.0%,6.40
105,Curtis Samuel ,WR,23.028,2019-09-08,NFL,CAR,,LAR,L 27-30,1,1,Sun,4,3,32,10.67,0,75.0%,8.00
106,Mike Gesicki,TE,23.340,2019-09-08,NFL,MIA,,BAL,L 10-59,1,1,Sun,6,2,31,15.50,0,33.3%,5.17
107,Kelvin Harmon,WR,22.267,2019-09-08,NFL,WAS,@,PHI,L 27-32,1,1,Sun,2,2,31,15.50,0,100.0%,15.50
108,Julio Jones ,WR,30.212,2019-09-08,NFL,ATL,@,MIN,L 12-28,1,1,Sun,11,6,31,5.17,1,54.5%,2.82
109,Jimmy Graham,TE,32.285,2019-09-05,NFL,GNB,@,CHI,W 10-3,1,1,Thu,5,3,30,10.00,1,60.0%,6.00
110,Dede Westbrook,WR,25.291,2019-09-08,NFL,JAX,,KAN,L 26-40,1,1,Sun,6,5,30,6.00,1,83.3%,5.00
111,Damion Willis,WR,22.080,2019-09-08,NFL,CIN,@,SEA,L 20-21,1,1,Sun,5,3,30,10.00,0,60.0%,6.00
112,Noah Fant,TE,21.293,2019-09-09,NFL,DEN,@,OAK,L 16-24,1,1,Mon,4,2,29,14.50,0,50.0%,7.25
113,Ryan Switzer,WR,24.308,2019-09-08,NFL,PIT,@,NWE,L 3-33,1,1,Sun,6,6,29,4.83,0,100.0%,4.83
114,Mike Williams ,WR,24.339,2019-09-08,NFL,LAC,,IND,W 30-24,1,1,Sun,3,2,29,14.50,0,66.7%,9.67
115,Trevor Davis,WR,26.063,2019-09-05,NFL,GNB,@,CHI,W 10-3,1,1,Thu,1,1,28,28.00,0,100.0%,28.00
116,Alex Erickson ,WR,26.306,2019-09-08,NFL,CIN,@,SEA,L 20-21,1,1,Sun,4,4,28,7.00,0,100.0%,7.00
117,Mike Evans,WR,26.018,2019-09-08,NFL,TAM,,SFO,L 17-31,1,1,Sun,5,2,28,14.00,0,40.0%,5.60
118,Leonard Fournette ,RB,24.233,2019-09-08,NFL,JAX,,KAN,L 26-40,1,1,Sun,6,4,28,7.00,0,66.7%,4.67
119,Josh Jacobs,RB,21.210,2019-09-09,NFL,OAK,,DEN,W 24-16,1,1,Mon,1,1,28,28.00,0,100.0%,28.00
120,Devin Singletary,RB,22.005,2019-09-08,NFL,BUF,@,NYJ,W 17-16,1,1,Sun,6,5,28,5.60,0,83.3%,4.67
121,Robert Tonyan,TE,25.128,2019-09-05,NFL,GNB,@,CHI,W 10-3,1,1,Thu,1,1,28,28.00,0,100.0%,28.00
122,Tyler Eifert,TE,29.000,2019-09-08,NFL,CIN,@,SEA,L 20-21,1,1,Sun,5,5,27,5.40,0,100.0%,5.40
123,David Montgomery,RB,22.090,2019-09-05,NFL,CHI,,GNB,L 3-10,1,1,Thu,1,1,27,27.00,0,100.0%,27.00
124,Nick Boyle,TE,26.203,2019-09-08,NFL,BAL,@,MIA,W 59-10,1,1,Sun,3,3,26,8.67,0,100.0%,8.67
125,Tre'Quan Smith,WR,23.245,2019-09-09,NFL,NOR,,HOU,W 30-28,1,1,Mon,2,2,26,13.00,1,100.0%,13.00
126,Diontae Johnson ,WR,23.065,2019-09-08,NFL,PIT,@,NWE,L 3-33,1,1,Sun,5,3,25,8.33,0,60.0%,5.00
127,Taylor Gabriel,WR,28.200,2019-09-05,NFL,CHI,,GNB,L 3-10,1,1,Thu,5,2,24,12.00,0,40.0%,4.80
128,Wayne Gallman,RB,24.342,2019-09-08,NFL,NYG,@,DAL,L 17-35,1,1,Sun,3,3,24,8.00,0,100.0%,8.00
129,J.D. McKissic,RB,26.024,2019-09-08,NFL,DET,@,ARI,T 27-27,1,1,Sun,2,2,24,12.00,0,100.0%,12.00
130,Preston Williams,WR,22.165,2019-09-08,NFL,MIA,,BAL,L 10-59,1,1,Sun,5,3,24,8.00,1,60.0%,4.80
131,Robby Anderson,WR,26.122,2019-09-08,NFL,NYJ,,BUF,L 16-17,1,1,Sun,7,3,23,7.67,0,42.9%,3.29
132,D'Ernest Johnson,RB,23.193,2019-09-08,NFL,CLE,,TEN,L 13-43,1,1,Sun,2,2,23,11.50,0,100.0%,11.50
133,Phillip Lindsay,RB,25.047,2019-09-09,NFL,DEN,@,OAK,L 16-24,1,1,Mon,6,4,23,5.75,0,66.7%,3.83
134,Allen Hurns,WR,27.300,2019-09-08,NFL,MIA,,BAL,L 10-59,1,1,Sun,2,1,22,22.00,0,50.0%,11.00
135,Jakobi Meyers,WR,22.303,2019-09-08,NFL,NWE,,PIT,W 33-3,1,1,Sun,1,1,22,22.00,0,100.0%,22.00
136,Jack Doyle,TE,29.126,2019-09-08,NFL,IND,@,LAC,L 24-30,1,1,Sun,2,1,20,20.00,0,50.0%,10.00
137,Derrius Guice,RB,22.079,2019-09-08,NFL,WAS,@,PHI,L 27-32,1,1,Sun,3,3,20,6.67,0,100.0%,6.67
138,Tyler Higbee,TE,26.250,2019-09-08,NFL,LAR,@,CAR,W 30-27,1,1,Sun,5,4,20,5.00,1,80.0%,4.00
139,Foster Moreau,TE,22.126,2019-09-09,NFL,OAK,,DEN,W 24-16,1,1,Mon,2,2,20,10.00,0,100.0%,10.00
140,Saquon Barkley,RB,22.211,2019-09-08,NFL,NYG,@,DAL,L 17-35,1,1,Sun,6,4,19,4.75,0,66.7%,3.17
141,Ronald Jones II,RB,22.036,2019-09-08,NFL,TAM,,SFO,L 17-31,1,1,Sun,1,1,18,18.00,0,100.0%,18.00
142,Zay Jones ,WR,24.162,2019-09-08,NFL,BUF,@,NYJ,W 17-16,1,1,Sun,4,2,18,9.00,0,50.0%,4.50
143,Jordan Akins,TE,27.143,2019-09-09,NFL,HOU,@,NOR,L 28-30,1,1,Mon,2,1,17,17.00,0,50.0%,8.50
144,Mike Davis,RB,26.198,2019-09-05,NFL,CHI,,GNB,L 3-10,1,1,Thu,7,6,17,2.83,0,85.7%,2.43
145,Damion Ratley,WR,24.145,2019-09-08,NFL,CLE,,TEN,L 13-43,1,1,Sun,2,2,17,8.50,0,100.0%,8.50
146,Deebo Samuel,WR,23.236,2019-09-08,NFL,SFO,@,TAM,W 31-17,1,1,Sun,3,3,17,5.67,0,100.0%,5.67
147,Geoff Swaim,TE,25.357,2019-09-08,NFL,JAX,,KAN,L 26-40,1,1,Sun,4,4,17,4.25,0,100.0%,4.25
148,Dallas Goedert,TE,24.248,2019-09-08,NFL,PHI,,WAS,W 32-27,1,1,Sun,3,2,16,8.00,0,66.7%,5.33
149,Ryan Grant,WR,28.264,2019-09-09,NFL,OAK,,DEN,W 24-16,1,1,Mon,4,3,16,5.33,0,75.0%,4.00
150,Tyreek Hill,WR,25.191,2019-09-08,NFL,KAN,@,JAX,W 40-26,1,1,Sun,2,2,16,8.00,0,100.0%,8.00
151,Darren Sproles,RB,36.080,2019-09-08,NFL,PHI,,WAS,W 32-27,1,1,Sun,3,3,16,5.33,0,100.0%,5.33
152,Nick Vannett,TE,26.186,2019-09-08,NFL,SEA,,CIN,W 21-20,1,1,Sun,2,2,16,8.00,0,100.0%,8.00
153,Josh Bellamy,WR,30.113,2019-09-08,NFL,NYJ,,BUF,L 16-17,1,1,Sun,1,1,15,15.00,0,100.0%,15.00
154,Kenyan Drake,RB,25.225,2019-09-08,NFL,MIA,,BAL,L 10-59,1,1,Sun,3,2,15,7.50,0,66.7%,5.00
155,Jesse James,TE,25.096,2019-09-08,NFL,DET,@,ARI,T 27-27,1,1,Sun,1,1,15,15.00,0,100.0%,15.00
156,Anthony Sherman,FB,30.271,2019-09-08,NFL,KAN,@,JAX,W 40-26,1,1,Sun,1,1,15,15.00,0,100.0%,15.00
157,Jamaal Williams,RB,24.155,2019-09-05,NFL,GNB,@,CHI,W 10-3,1,1,Thu,2,2,15,7.50,0,100.0%,7.50
158,Maxx Williams,TE,25.149,2019-09-08,NFL,ARI,,DET,T 27-27,1,1,Sun,1,1,15,15.00,0,100.0%,15.00
159,Jason Witten,TE,37.125,2019-09-08,NFL,DAL,,NYG,W 35-17,1,1,Sun,4,3,15,5.00,1,75.0%,3.75
160,Dontrell Hilliard,RB,24.194,2019-09-08,NFL,CLE,,TEN,L 13-43,1,1,Sun,2,1,14,14.00,0,50.0%,7.00
161,Marcedes Lewis,TE,35.109,2019-09-05,NFL,GNB,@,CHI,W 10-3,1,1,Thu,3,2,14,7.00,0,66.7%,4.67
162,Jarius Wright,WR,29.287,2019-09-08,NFL,CAR,,LAR,L 27-30,1,1,Sun,1,1,14,14.00,0,100.0%,14.00
163,Kalen Ballage,RB,23.260,2019-09-08,NFL,MIA,,BAL,L 10-59,1,1,Sun,1,1,13,13.00,0,100.0%,13.00
164,Russell Gage,WR,23.229,2019-09-08,NFL,ATL,@,MIN,L 12-28,1,1,Sun,2,1,13,13.00,0,50.0%,6.50
165,Kerryon Johnson,RB,22.070,2019-09-08,NFL,DET,@,ARI,T 27-27,1,1,Sun,2,2,13,6.50,0,100.0%,6.50
166,Hunter Renfrow,WR,23.262,2019-09-09,NFL,OAK,,DEN,W 24-16,1,1,Mon,3,2,13,6.50,0,66.7%,4.33
167,Albert Wilson,WR,27.058,2019-09-08,NFL,MIA,,BAL,L 10-59,1,1,Sun,4,2,13,6.50,0,50.0%,3.25
168,Peyton Barber,RB,25.193,2019-09-08,NFL,TAM,,SFO,L 17-31,1,1,Sun,4,2,12,6.00,0,50.0%,3.00
169,Travis Benjamin,WR/PR,29.253,2019-09-08,NFL,LAC,,IND,W 30-24,1,1,Sun,3,2,12,6.00,0,66.7%,4.00
170,Will Dissly,TE,23.062,2019-09-08,NFL,SEA,,CIN,W 21-20,1,1,Sun,2,1,12,12.00,0,50.0%,6.00
171,Devonta Freeman ,RB,27.177,2019-09-08,NFL,ATL,@,MIN,L 12-28,1,1,Sun,4,3,12,4.00,0,75.0%,3.00
172,LeSean McCoy,RB,31.058,2019-09-08,NFL,KAN,@,JAX,W 40-26,1,1,Sun,1,1,12,12.00,0,100.0%,12.00
173,Nelson Agholor,WR,26.107,2019-09-08,NFL,PHI,,WAS,W 32-27,1,1,Sun,5,2,11,5.50,0,40.0%,2.20
174,Jordan Howard,RB,24.310,2019-09-08,NFL,PHI,,WAS,W 32-27,1,1,Sun,3,2,11,5.50,0,66.7%,3.67
175,Nick Chubb,RB,23.255,2019-09-08,NFL,CLE,,TEN,L 13-43,1,1,Sun,4,3,10,3.33,0,75.0%,2.50
176,Ezekiel Elliott,RB,24.048,2019-09-08,NFL,DAL,,NYG,W 35-17,1,1,Sun,2,1,10,10.00,0,50.0%,5.00
177,Ryan Griffin,TE,29.240,2019-09-08,NFL,NYJ,,BUF,L 16-17,1,1,Sun,4,3,10,3.33,0,75.0%,2.50
178,Breshad Perriman,WR,25.363,2019-09-08,NFL,TAM,,SFO,L 17-31,1,1,Sun,5,2,10,5.00,0,40.0%,2.00
179,Seth Roberts ,WR,28.198,2019-09-08,NFL,BAL,@,MIA,W 59-10,1,1,Sun,1,1,10,10.00,0,100.0%,10.00
180,Chad Beebe,WR,25.099,2019-09-08,NFL,MIN,,ATL,W 28-12,1,1,Sun,1,1,9,9.00,0,100.0%,9.00
181,Kendrick Bourne,WR,24.035,2019-09-08,NFL,SFO,@,TAM,W 31-17,1,1,Sun,3,1,9,9.00,0,33.3%,3.00
182,Dalvin Cook,RB,24.029,2019-09-08,NFL,MIN,,ATL,W 28-12,1,1,Sun,2,2,9,4.50,0,100.0%,4.50
183,Patrick DiMarco,FB,30.131,2019-09-08,NFL,BUF,@,NYJ,W 17-16,1,1,Sun,2,2,9,4.50,0,100.0%,4.50
184,Taysom Hill,QB,29.017,2019-09-09,NFL,NOR,,HOU,W 30-28,1,1,Mon,2,1,9,9.00,1,50.0%,4.50
185,Ito Smith,RB,23.362,2019-09-08,NFL,ATL,@,MIN,L 12-28,1,1,Sun,1,1,9,9.00,0,100.0%,9.00
186,Tavon Austin,WR,29.177,2019-09-08,NFL,DAL,,NYG,W 35-17,1,1,Sun,1,1,8,8.00,0,100.0%,8.00
187,Cameron Brate,TE,28.067,2019-09-08,NFL,TAM,,SFO,L 17-31,1,1,Sun,2,2,8,4.00,0,100.0%,4.00
188,Eric Ebron,TE,26.151,2019-09-08,NFL,IND,@,LAC,L 24-30,1,1,Sun,3,1,8,8.00,0,33.3%,2.67
189,Rhett Ellison,TE,30.340,2019-09-08,NFL,NYG,@,DAL,L 17-35,1,1,Sun,2,1,8,8.00,0,50.0%,4.00
190,Jeremy Sprinkle,TE,25.029,2019-09-08,NFL,WAS,@,PHI,L 27-32,1,1,Sun,1,1,8,8.00,0,100.0%,8.00
191,Blake Bell,TE,28.032,2019-09-08,NFL,KAN,@,JAX,W 40-26,1,1,Sun,1,1,7,7.00,0,100.0%,7.00
192,Gerald Everett,TE,25.075,2019-09-08,NFL,LAR,@,CAR,W 30-27,1,1,Sun,1,1,7,7.00,0,100.0%,7.00
193,Marquise Goodwin,WR,28.293,2019-09-08,NFL,SFO,@,TAM,W 31-17,1,1,Sun,3,1,7,7.00,0,33.3%,2.33
194,Dwayne Harris,WR/RS,31.358,2019-09-09,NFL,OAK,,DEN,W 24-16,1,1,Mon,1,1,7,7.00,0,100.0%,7.00
195,Joe Mixon,HB,23.046,2019-09-08,NFL,CIN,@,SEA,L 20-21,1,1,Sun,3,2,7,3.50,0,66.7%,2.33
196,Donte Moncrief,WR,26.033,2019-09-08,NFL,PIT,@,NWE,L 3-33,1,1,Sun,10,3,7,2.33,0,30.0%,0.70
197,Dante Pettis,WR,23.320,2019-09-08,NFL,SFO,@,TAM,W 31-17,1,1,Sun,1,1,7,7.00,0,100.0%,7.00
198,Jonnu Smith,TE,24.017,2019-09-08,NFL,TEN,@,CLE,W 43-13,1,1,Sun,1,1,7,7.00,0,100.0%,7.00
199,Dion Lewis,RB,28.346,2019-09-08,NFL,TEN,@,CLE,W 43-13,1,1,Sun,4,3,6,2.00,0,75.0%,1.50
200,Adam Shaheen,TE,24.316,2019-09-05,NFL,CHI,,GNB,L 3-10,1,1,Thu,2,1,6,6.00,0,50.0%,3.00
201,Miles Boykin,WR,22.331,2019-09-08,NFL,BAL,@,MIA,W 59-10,1,1,Sun,1,1,5,5.00,1,100.0%,5.00
202,Charles Clay,TE,30.207,2019-09-08,NFL,ARI,,DET,T 27-27,1,1,Sun,1,1,5,5.00,0,100.0%,5.00
203,Royce Freeman,RB,23.197,2019-09-09,NFL,DEN,@,OAK,L 16-24,1,1,Mon,1,1,5,5.00,0,100.0%,5.00
204,DaeSean Hamilton,WR,24.183,2019-09-09,NFL,DEN,@,OAK,L 16-24,1,1,Mon,4,2,5,2.50,0,50.0%,1.25
205,Adam Humphries,WR,26.076,2019-09-08,NFL,TEN,@,CLE,W 43-13,1,1,Sun,1,1,5,5.00,0,100.0%,5.00
206,Dontrelle Inman,WR,30.220,2019-09-08,NFL,LAC,,IND,W 30-24,1,1,Sun,1,1,5,5.00,0,100.0%,5.00
207,Virgil Green,TE,31.036,2019-09-08,NFL,LAC,,IND,W 30-24,1,1,Sun,1,1,4,4.00,0,100.0%,4.00
208,Todd Gurley,RB,25.036,2019-09-08,NFL,LAR,@,CAR,W 30-27,1,1,Sun,1,1,4,4.00,0,100.0%,4.00
209,Nyheim Hines,RB,22.300,2019-09-08,NFL,IND,@,LAC,L 24-30,1,1,Sun,4,4,4,1.00,0,100.0%,1.00
210,Justin Jackson,RB,24.139,2019-09-08,NFL,LAC,,IND,W 30-24,1,1,Sun,3,1,4,4.00,0,33.3%,1.33
211,Latavius Murray,RB,29.234,2019-09-09,NFL,NOR,,HOU,W 30-28,1,1,Mon,3,2,4,2.00,0,66.7%,1.33
212,Mo Alie-Cox,TE,25.354,2019-09-08,NFL,IND,@,LAC,L 24-30,1,1,Sun,1,1,3,3.00,0,100.0%,3.00
213,Ryan Izzo,TE,23.261,2019-09-08,NFL,NWE,,PIT,W 33-3,1,1,Sun,2,1,3,3.00,0,50.0%,1.50
214,Cordarrelle Patterson,WR,28.172,2019-09-05,NFL,CHI,,GNB,L 3-10,1,1,Thu,3,1,3,3.00,0,33.3%,1.00
215,Darwin Thompson,RB,23.126,2019-09-08,NFL,KAN,@,JAX,W 40-26,1,1,Sun,1,1,3,3.00,0,100.0%,3.00
216,Carlos Hyde,RB,28.354,2019-09-09,NFL,HOU,@,NOR,L 28-30,1,1,Mon,1,1,2,2.00,0,100.0%,2.00
217,Jaylen Samuels,RB,23.050,2019-09-08,NFL,PIT,@,NWE,L 3-33,1,1,Sun,2,1,2,2.00,0,50.0%,1.00
218,Miles Sanders ,RB,22.130,2019-09-08,NFL,PHI,,WAS,W 32-27,1,1,Sun,2,1,2,2.00,0,50.0%,1.00
219,Parris Campbell,WR,22.054,2019-09-08,NFL,IND,@,LAC,L 24-30,1,1,Sun,1,1,1,1.00,0,100.0%,1.00
220,Dawson Knox,TE,22.308,2019-09-08,NFL,BUF,@,NYJ,W 17-16,1,1,Sun,2,1,1,1.00,0,50.0%,0.50
221,Patrick Ricard,FB/DL,25.104,2019-09-08,NFL,BAL,@,MIA,W 59-10,1,1,Sun,1,1,1,1.00,1,100.0%,1.00
222,Nick Bawden,FB,23.078,2019-09-08,NFL,DET,@,ARI,T 27-27,1,1,Sun,1,1,0,0.00,0,100.0%,0.00
223,Aaron Jones,RB,24.277,2019-09-05,NFL,GNB,@,CHI,W 10-3,1,1,Thu,1,1,0,0.00,0,100.0%,0.00
224,Raheem Mostert,RB,27.152,2019-09-08,NFL,SFO,@,TAM,W 31-17,1,1,Sun,1,1,0,0.00,0,100.0%,0.00
225,Demarcus Robinson,WR,24.352,2019-09-08,NFL,KAN,@,JAX,W 40-26,1,1,Sun,2,1,0,0.00,0,50.0%,0.00
226,DeAndre Carter ,WR,26.152,2019-09-09,NFL,HOU,@,NOR,L 28-30,1,1,Mon,1,1,-1,-1.00,0,100.0%,-1.00
227,Josh Hill,TE,29.111,2019-09-09,NFL,NOR,,HOU,W 30-28,1,1,Mon,1,1,-2,-2.00,0,100.0%,-2.00
228,Jakeem Grant,WR,26.343,2019-09-08,NFL,MIA,,BAL,L 10-59,1,1,Sun,4,1,-3,-3.00,0,25.0%,-0.75
229,Quincy Enunwa,WR,27.100,2019-09-08,NFL,NYJ,,BUF,L 16-17,1,1,Sun,3,1,-4,-4.00,0,33.3%,-1.33
1,Demarcus Robinson,WR,24.359,2019-09-15,NFL,KAN,@,OAK,W 28-10,2,2,Sun,6,6,172,28.67,2,100.0%,28.67
2,Odell Beckham Jr.,WR,26.315,2019-09-16,NFL,CLE,@,NYJ,W 23-3,2,2,Mon,10,6,161,26.83,1,60.0%,16.10
3,Tyler Boyd,WR,24.304,2019-09-15,NFL,CIN,,SFO,L 17-41,2,2,Sun,10,10,122,12.20,0,100.0%,12.20
4,Chris Godwin,WR,23.197,2019-09-12,NFL,TAM,@,CAR,W 20-14,2,2,Thu,9,8,121,15.13,1,88.9%,13.44
5,Cooper Kupp,WR,26.092,2019-09-15,NFL,LAR,,NOR,W 27-9,2,2,Sun,9,5,120,24.00,0,55.6%,13.33
6,Kenny Golladay,WR,25.316,2019-09-15,NFL,DET,,LAC,W 13-10,2,2,Sun,10,8,117,14.63,1,80.0%,11.70
7,Christian Kirk,WR,22.301,2019-09-15,NFL,ARI,@,BAL,L 17-23,2,2,Sun,8,6,114,19.00,0,75.0%,14.25
8,Mark Andrews,TE,23.009,2019-09-15,NFL,BAL,,ARI,W 23-17,2,2,Sun,9,8,112,14.00,1,88.9%,12.44
9,John Ross ,WR,24.292,2019-09-15,NFL,CIN,,SFO,L 17-41,2,2,Sun,8,4,112,28.00,1,50.0%,14.00
10,Greg Olsen,TE,34.185,2019-09-12,NFL,CAR,,TAM,L 14-20,2,2,Thu,9,6,110,18.33,0,66.7%,12.22
11,Nelson Agholor,WR,26.114,2019-09-15,NFL,PHI,@,ATL,L 20-24,2,2,Sun,11,8,107,13.38,1,72.7%,9.73
12,Travis Kelce,TE,29.345,2019-09-15,NFL,KAN,@,OAK,W 28-10,2,2,Sun,9,7,107,15.29,1,77.8%,11.89
13,Davante Adams,WR,26.265,2019-09-15,NFL,GNB,,MIN,W 21-16,2,2,Sun,9,7,106,15.14,0,77.8%,11.78
14,Julio Jones ,WR,30.219,2019-09-15,NFL,ATL,,PHI,W 24-20,2,2,Sun,10,5,106,21.20,2,50.0%,10.60
15,Calvin Ridley,WR,24.269,2019-09-15,NFL,ATL,,PHI,W 24-20,2,2,Sun,10,8,105,13.13,1,80.0%,10.50
16,Larry Fitzgerald,WR,36.015,2019-09-15,NFL,ARI,@,BAL,L 17-23,2,2,Sun,11,5,104,20.80,0,45.5%,9.45
17,Keenan Allen,WR,27.141,2019-09-15,NFL,LAC,@,DET,L 10-13,2,2,Sun,15,8,98,12.25,0,53.3%,6.53
18,Emmanuel Sanders ,WR,32.182,2019-09-15,NFL,DEN,,CHI,L 14-16,2,2,Sun,13,11,98,8.91,1,84.6%,7.54
19,Curtis Samuel ,WR,23.032,2019-09-12,NFL,CAR,,TAM,L 14-20,2,2,Thu,13,5,91,18.20,0,38.5%,7.00
20,D.J. Moore,WR,22.151,2019-09-12,NFL,CAR,,TAM,L 14-20,2,2,Thu,14,9,89,9.89,0,64.3%,6.36
21,Michael Thomas,WR,26.196,2019-09-15,NFL,NOR,@,LAR,L 9-27,2,2,Sun,13,10,89,8.90,0,76.9%,6.85
